repo_name,num_stars,num_forks,num_contributor,num_commit
vthost/DAGNN,37,7,2,13
andreeadeac22/graph_coattention,13,4,4,115
royee17/GrammarVae_Paper,0,0,1,43
zhaolei/stoneLearn,2,1,1,49
Ryan-Rhys/Constrained-Bayesian-Optimisation-for-Automatic-Chemical-Design,21,3,1,88
trianglecity/theano-develop-jupyter-docker,0,0,1,1
Rhoana/icon_archived,1,2,1,15
mkusner/gen-text,1,1,3,67
srtk/DeepLearning,1,0,2,77
D1vyanshGupta/icml18-jtnn-py3.6.7-pytorch1.0-rdkit-2018.09,0,2,2,137
dmitriy-serdyuk/twinnet-asr,12,3,3,955
yunqiw/pythonlib,0,0,1,5
magoroku15/mytheano,0,0,0,2
trianglecity/theano-develop-docker,0,0,1,20
gzcharleszhang/WordCounter,0,0,1,2
gwjensen/Theano,0,0,201,21986
dendisuhubdy/ccw1_trainstats,4,4,3,40
GeekLiB/Theano-Deep-learning,2,1,1,1
muhanzhang/D-VAE,90,19,1,19
liuzhengzhe/SLR_data_processing,0,0,1,2
vinson0526/Master_Graduate_Thesis,2,0,1,9
taerimmkim/iDRW,0,0,2,19
deepredict/untitled1,0,0,0,2
iceshade000/hello-word,0,0,1,9
RonBanner/Deep-learning,0,0,259,24530
haidnguyen0909/rxngenerator,0,0,1,1
Debasish-Sarangi/Data-Science,0,0,1,12
chrisvle/mooc-deep-learning,0,0,1,8
Ryan-Rhys/FlowMO,26,9,2,68
nikogamulin/deep-learning-python,1,0,18,635
EnjoyLifeFund/macSierra-py36-pkgs,0,1,1,75
stgithubst/automatic-guide,0,0,262,24641
GeorgyKonoplich/vehicle_detection,4,3,0,28
kundan2510/theano-cudnn-rnn,0,0,232,23069
RKDSOne/Deep-Learning-Tutorials,0,0,10,535
rizar/attention-lvcsr,259,106,4,945
syhw/timit_tools,75,39,1,256
shiwangi27/deep_learning_cosmology,4,1,1,14
jdemouth/Theano,0,0,151,19480
jacoblsmith/DeepLearning,0,0,1,11
krm9c/HierarchicalDimensionReduction,0,0,1,11
JazzeYoung/VeryDeepAutoEncoder,1,1,1,6
LiaoPan/MyCodeSpace,1,7,1,80
xblbaby/xbl-Theano,0,0,232,23082
nuri428/deep-learning,47,22,1,164
niasla/Master-Thesis,2,1,1,5
payoj21/Image-search,0,1,1,1
asdfhalkehflkajdhf/Md-learn-Timeseries,5,3,1,1
PrinceP/Information-Retrieval,0,1,2,41
mkusner/grammarVAE,226,71,2,17
sammychill/Final-Project,0,0,2,38
gundun/theano,0,0,248,23878
AtousaTorabi/Theano_old,1,0,85,15408
fephsun/neuralnetmusic,124,35,2,44
mateuszwagner/py_project,0,0,1,2
ymcoin/demo,0,0,2,5
jdehotin/Theano,0,0,248,23878
evkikum/DeepLearning,0,0,1,10
lucianionita/dhlv,0,0,1,42
hyperopt/hyperopt-gpsmbo,20,4,1,1
stella-gao/theano-0.9.0,0,0,1,4
xifengbishu/KERAS2,1,1,1,50
tonywu95/eval_gen,120,22,1,11
timt51/pokerbot,0,0,1,93
hannahrivers/Thesis,2,0,1,1
jovitalukasik/SVGe,0,1,1,12
fgadaleta/deeplearning-stuff,1,0,0,3
jonathanyin12/grammarVAE,0,0,1,27
hsiaoyi0504/BIOINF593_Final,0,0,2,21
EzSylester/DeepLearningTutorials-,0,0,32,886
gtrrebel/HIITS15,0,0,1,154
justanhduc/neuralnet,2,4,1,200
mhsamavatian/CSE-5429,0,3,1,31
rwth-i6/returnn,313,128,48,9139
papar22/returnn-hmm,1,0,1,2
mhsamavatian/CSE5245,0,0,1,10
papar22/returnn-my-branch,0,0,1,4
manishrdmishra/Thesis,0,0,191,4350
Miaomz/caffe-opencl,0,0,1,19
JEONGHYUN-LEE/Caffe-CL-Origin,1,0,1,1
abhiTronix/caffe-opencl-windows-amd,7,2,261,5104
sanglee/caffe-mc-opencl,0,0,2,5
MagicSen/source_read,4,0,1,86
VirrageS/io-kawiarnie,1,0,4,430
HunjaeJung/imagenet2014-modified,0,0,1,55
fromgop/test,0,2,1,2
manhcuogntin4/OCR-contract,0,0,1,14
WISDelft/WIS-Intern-Summer2016-Wang,1,0,1,44
SUNsung/fap,0,1,1,17385
arpitbyahut/filedrive,0,0,1,35
kovibalu/cnntools,1,0,1,67
wills2133/digits-distributed,0,0,1,38
SidHard/digits-multi-detect,5,0,2,9
Linda-liugongzi/DIGITS-digits-py3,0,0,1,2
mesakh123/imagepredict,0,0,1,7
winnerineast/Origae-6,2,4,1,22
my777777/digits-e,1,0,1,3
data-kwon/test,0,0,1,11
hieuvodoi/digits_7,0,0,1,1
gheinrich/DIGITS-GAN,104,35,34,1486
RimeT/Nvi_DIGITS,0,0,1,2
mesakh123/imagepredict-linux,0,0,1,7
gabusleon/DIGITS,1,0,1,4
rickyHong/Nvidia-Digits-repl,0,0,41,1599
ctensmeyer/font_classification,13,3,1,3
andylawwj/DIGITS,0,0,41,1593
gulby/minimal-django-file-upload-example,0,0,0,11
NVIDIA/DIGITS,4053,1411,42,1613
Benedict93/test,0,0,1,3
gogartom/TextMaps,79,28,1,76
MajerMartin/image_retrieval,2,0,2,158
MrRomo/Python-projects,0,0,1,21
2451086495/DisCrawler,1,0,1,2
ctensmeyer/HisDB,2,1,3,20
zhuhd15/Demo-System,2,0,3,53
tanveer-hussain/MVS-using-CNN-and-LSTM,11,6,1,16
vohoaiviet/3dmm_cnn,2,0,4,23
luqili/vultus,3,4,2,14
pavelgonchar/medseg,1,2,1,15
anhttran/3dmm_cnn,811,254,4,26
IVC-Projects/STMVE,2,0,1,1
sagpant/3dmm_cnn,0,1,4,25
patrickbochen/Carmera,0,0,1,6
NatDuart/projeto,0,0,1,10
spacetiller/experiment,1,0,2,279
Aminullah6264/Activity_Rec_ML-LSTM,18,15,1,27
mia-0/0x0,1527,119,3,38
BeCuriousS/ippg-toolbox,0,0,1,43
coldenheart/123,0,0,33,4078
Ascend/samples,26,14,26,3522
vicb1/deep-learning,0,0,1,17
bichu136/Wibu_Web,1,1,2,84
Nidhi2024/Artifacts_Classifier,0,0,1,1
kiril-abramov/django-project,0,0,1,3
sameerkr1/sentiment_analysis,0,0,1,5
mlcommons/tiny_results_v0.5,3,4,7,19
neilsahai/Lung-Detection,0,0,1,2
Dhruvi289/Artifacts_classification,0,0,1,3
TommyGula/scraping-sentiment-analysis,0,0,1,11
dheerajshah13/Live-Stock-Prediction,0,0,1,7
mlcommons/tiny,166,42,12,196
AishaGhayas/heroku-deployment,0,1,2,10
Arudhra1999/Covid19-Prediction-DL-app,0,1,1,4
JackMcnamee/EmergingTechProject,0,0,1,10
SubrataSarkar32/tb-and-pneumonia-detection,0,2,2,30
ajana13/hackumass-viii,0,0,2,15
thetinygoat/coverall-detector,0,0,1,9
zjatc/ANNTOSA,1,0,1,5
OCR-D/ocrd_keraslm,5,6,4,103
arsundram/movie-app-api,0,0,1,2
Abmwc16/Clase-Python,0,0,1,14
huongd17at089/my_flask,0,0,1,9
ohsu-comp-bio/Galaxy-ML,1,2,2,271
saeedashraf/engageclients,0,0,1,46
hmoharrer/Machine-Learning-by-Dr.Rahmani,1,0,1,15
ArunRengaraman/Covid19-Deep-learning-app,2,0,1,2
yash1802/Lie-To-Me,1,0,1,8
ejlok1/Keras-Serve-Digit,1,1,1,15
deepgram/kur,812,109,12,584
John-p-v1999/Sonnet-generator-final,0,0,1,34
9harshit/Breast-Cancer-Detect-Using-ANN,0,0,2,47
johndunne2019/Machine-Learning-and-Statistics-Project-2020,0,0,1,62
mauri9rivera/Brain-tumor-classification-task_CNN-model,0,1,1,19
dheeraj198/crop,0,0,1,1
Hillerton/Keras_autoencoder,0,0,1,10
srijan-srivastav/FarmAlert,0,0,0,1
mianfei71/RNAPar,0,0,1,30
Uberi/speech_recognition,6156,2116,40,376
deepset-ai/FARM,1502,218,110,592
KidQuant/Finance,1,0,1,205
aishwaryajawalkar173/Fruit-Disease-Classification-using-CNN,0,0,1,5
lucko515/cnn-raccoon,30,3,1,10
mcaraco/Homework-,0,0,1,26
dpressel/mead-baseline,241,68,11,2092
ajayjalluri/FAKE-NEWS-CLASSIFIER,0,0,1,4
kkadowski/AppleRecogn,0,0,1,3
autorope/donkeycar,2285,1156,110,2126
abdelatifsd/Yolla-app-demo,0,0,1,29
Nikii1118/CS5590-Python-DL-Session2,0,0,1,18
falahgs/skin-cancer,0,0,2,7
thomhert/chest-x-ray-covid-recognition,0,0,1,4
daithimarkham/Machine-Learning-Project,0,0,1,16
r5sb/Kaggle-Deep-Learning-Track,0,0,1,2
tcbonds/Project_4,0,0,1,1
MuhammadUsman94/Deep_Learning,0,0,1,3
malayaj2000/dsc_wow_kishanseva,0,0,1,2
goeckslab/Galaxy-ML,9,5,6,662
Emaway/Group-Project-3,0,0,4,87
jacobceles/ChicagoTaxiTrips-DeepLearning-Dashboard,0,0,1,12
akachbat/FrenchFakeNews,1,0,1,2
wwwiii1/jongsul_jango,0,0,1,8
UttaraD/Image-Colorization-using-deep-learning-Techniques,0,0,1,3
danil99152/DirectumTasks,0,0,1,24
olafapl/publication_extraction,0,0,1,13
buidung2004/Deployment,0,0,1,2
apachecn/ailearning,32770,10758,41,207
pranjal198/X-men-classifier,7,1,1,21
Sachdw/The-Rock-Says,0,0,1,12
mdsohaib/Customer_Revenue_Prediction_ML_App_Using_Django,0,0,1,5
cwrukaizhang/LFERsPredictor,0,0,1,82
rishabhk1/doodle-prediction-website,0,0,1,35
Pragya2000/EEG-Brainwave-prediction,0,1,1,14
LeoFrancaBessa/-Django-Covid19-XRay-Prediction-WebApp,2,0,1,6
mindee/doctr,616,94,12,571
ericlavigne/CarND-Capstone-Wolf-Pack,40,23,15,221
chankyaajay/Fake-News-Classifier,0,0,1,3
cisco/mindmeld,554,148,36,3176
artyom-beilis/dlprimitives,42,4,2,311
jagangirisaballa/number_detection,0,0,1,9
shubham7169/Deployment,0,0,1,8
rohatgiy/basketball-predictor,3,1,2,65
jazibdawre/Travel-Buddy,1,1,4,85
SharpAI/DeepCamera,858,175,9,844
victoresque/pytorch-template,3174,789,9,233
John-p-v1999/sonnet-for-deploy,0,1,1,12
chris-chris/pysc2-examples,743,362,5,190
bhanuteja2001/Microscopic-Images-Insights,0,1,1,26
vaishnavisampigethaya/Face-Recognition-with-mask,1,0,1,37
Saikrishna22/COVID_19-Detection,0,0,1,17
earthoer/ml_amazon_fromspace,0,1,1,4
deepmipt/DeepPavlov,5625,1012,66,2611
Zenghao-CQ/chinese-text-classfication,0,0,1,11
CormacS/FlowerRecognitionApp,0,0,1,8
raiyan1437/Cat_Or_Dog_Prediction,0,0,1,55
riishiiiii/cat-and-dog-Classification,0,0,1,17
PLPWork/Emotional_Health_Expert,0,0,3,20
harshit-k11/Stock-Market-Price-Prediction,0,0,1,3
muzztafa/Flask_Melanoma,0,0,1,2
D-X-Y/AutoDL-Projects,1339,263,6,534
Neel12-coder/Smart_Mirror,0,0,1,5
Alice660/YGAN,0,0,1,2
ShahadmA/Detect-The-Violations-of-Public-Taste-DeepLearningProject,1,4,4,58
RubelHK99/CovidWebsite,0,0,1,49
infoshareacademy/jdszr4-wdevs,0,0,4,105
dawnche1998/tfjs_next_page_prediction,0,0,0,2
Mrbruh79/Noise_detection_using_Transfer_Learning,1,0,2,24
Marcos10452/InvoiceReader,1,0,1,13
PranjalD7/Noise_detection_using_Transfer_Learning,1,1,2,24
NathanKuneman/Identifying-Lego-Set-Themes,0,0,1,3
koziolp/hunger,0,0,0,7
dsjiffry/Lifestyle-Tracking-App,0,0,2,160
christianvadillo/ML,0,0,1,1
MuhammadUsman94/Python-DL-Project,0,1,1,6
ShubhamDeshmukh1697/CIFAR10-Image-Classification,0,0,1,1
tariqaziz21/predicting-covid,0,0,1,16
nilay121/End-End-Image-Classification,0,0,1,3
wangqianwen0418/DNN-Genealogy,19,4,3,395
happpyosu/reflection-enhancement-gan,3,0,1,146
malusamayo/py-analysis,0,0,1,119
minhoolee/Synopsys-Project-2017,14,3,2,65
ehhhhjw/ElecDaug,0,0,1,10
ianvnaeger/FIND,0,0,2,46
horovod/horovod,12185,2020,142,1153
matterport/Mask_RCNN,21349,10586,203,42
qianchenyi/project_code,0,0,0,1
madugula-jairam/my_project,0,0,1,6
bethmiecz/Question_Answering_SQuAD2.0,0,0,2,4
Kaboto731/ThesisCode,0,0,1,2
JonathanBechtel/KerasBeats,2,2,1,109
feldnerd/MNIST_FindingMino,0,0,1,48
RachitSharma2001/BPNet-DanQ,0,0,3,21
qdbp/sleep_staging,0,0,1,3
hugostuijt/deep-SABR-volatility-calibration,0,0,1,21
anonymous77777/MyPython,0,0,1,1
harshgrovr/Graphs-Approaches-for-Activity-Recognition-Independent-of-House-Layout,0,0,79,1410
ManoharDas123/dgl_partition,0,0,181,2053
khaled-rahman/FusedMM4DGL,0,0,1,29
kbsoft/jetson_tx_2_test,0,0,2,3
Shikhar8990/dgl,0,0,0,1
Christopheraburns/serverless-sagemaker-v1,0,0,1,1
dmlc/dgl,8976,2041,188,2146
Shuhuasong/Sage-Maker,0,0,36,163
arian1995/dgl1,0,1,145,1849
ggiallo28/aws-deepracer-local,2,1,1,15
awslabs/handwritten-text-recognition-for-apache-mxnet,383,184,7,150
alex9311/alex9311.github.io,1,0,1,60
shaheerakr/cheating-detector,1,1,2,12
sauravsb99/AutoEvaluate,0,1,2,10
imnotkind/Vision-Project,0,0,1,70
eavilaes/HTR-for-SQL,0,0,1,11
gnbk-aws/sagemaker-python-sdk,0,0,58,393
raj-subhankar/hackerearth-ocr,0,0,1,11
nikody-mytaptrack/csv-protobuf-pipeline,0,0,1,10
sandeepkundala/AmazonInternship,0,0,2,61
Christopheraburns/serverless-sagemaker,1,1,1,13
tkazusa/lambda_calls_sagemaker,0,0,1,2
rafueru/AWS,0,0,1,2
develooper1994/ocr_toolkit,3,2,1,41
Alex1114/Data-Science,0,0,1,26
zhouaea/GluonCV-Practice,0,0,1,7
jadalmiro/aws_sagemaker,0,0,86,836
brightmart/text_classification7243,2569,11,318
xiaoLong-study/Protective-Wearing-and-Action-Recognition-Detection-Based-on-Pose-Estimation,10,3,1,27
develooper1994/handwritten_text_recognition,7,2,1,61
taikongfeizhu/trydocs,0,0,0,10
Murugan-natarajan/mxnet,0,0,273,4010
mli/new-docs,12,17,15,422
starimpact/mxnet_self2,0,1,148,4075
starimpact/mxnet_v0.7.0,0,1,133,3888
hauklau/mxnet_hl,0,0,1,4
zuowang/mxnet,0,0,165,4237
starimpact/mxnet_tk1,4,0,148,4076
GrassSunFlower/profile_mxnet,0,0,238,4705
sunshineInmoon/Mxnet-windows,2,1,1,20
nd-z/fmxnet,11,5,0,43
achao2013/mxnet-quantify,3,0,1,5
zdltheone/mxnet_windows,1,0,1,3
tfwu/FaceDetection-ConvNet-3D,134,71,1,1
bill-teng/mxnet-test,0,0,261,4835
cypw/mxnet-old,1,1,200,4462
Liuxg16/BrainMatrix,0,0,1,35
tianyunfei/mxnet-windows,0,1,239,4723
hbsun2113/myPytorch,5,0,1,25
starimpact/mxnet_basedv0.7.0,1,1,133,3873
MichaelAHood/pk-mxnet,0,0,1,1
YanLiang1102/dmlc-mxnet,0,0,261,4835
CGCL-codes/MXNet-G,9,4,1,3
hust-wuwechao/mxnet_share_327_330,1,0,808,11123
xcgoner/ps-mxnet-new,0,0,1,4
smihir/gdml,1,1,2,122
fnever520/DeepLearning,1,0,1,80
litoeknee/mxnet,2,2,171,4276
koustuvsinha/t-rgcn,0,1,28,441
shuxianghuafu/neuralNetworks,0,0,1,9
bearsroom/mxnet-augmented,1,0,179,4344
tmpaul06/dgl,1,0,24,417
starimpact/mxnet_v0.8.0,2,0,1,97
smanne1/fast_and_accurate_onroad_vehicle_detection,0,0,1,3
haimeh/mxnet_m17x,1,0,1,2
GrassSunFlower/mxnet_tmp,0,0,314,5108
HPI-DeepLearning-PlaceRecognizer-SS17/AmalgamationMxnet,0,0,1,2
junhalba/incubator-mxnet-master,0,0,730,10097
bioannidis/my_dgl,0,0,105,1560
saurabh9450150287/Handwritten-Text-Recognition,0,0,1,14
ydwu4/dgl-hack,0,0,55,958
dahani9091/style-transfer,0,0,1,37
hacors/Drug,5,0,2,9
liketheflower/jimmy_dgl,1,2,1,10
chfhf/dgl-paddle,0,0,1,1
thomas-mecattaf/handwriting-recognition-test,0,0,1,8
Mahendra-Chouhan/image_accelerator,0,0,1,6
Tahimari/OCR-iam,0,0,1,48
mzheng27/Herbarium_Project,1,2,4,96
terajh/Brain_3D_WebViewer,0,0,1,100
adamjthor/coinproblem,0,0,1,4
sahildigikar15/Anomaly-Detection-in-Surveillance-Videos,0,0,2,23
sana-at-chime/incubator-mxnet,0,0,840,11619
tylerjohnhaden/cloud-project-8,0,0,841,11600
haimeh/mxnet_a51m,0,0,1,2
mtashi/Recommendation-System-Using-MXNET-on-AWS-Sagemaker,0,0,1,1
hust-wuwechao/mxnet_20191220,0,0,765,10474
mklissa/sagemaker_tutorial,9,3,2,32
hust-wuwechao/mxnet_888888888,0,0,809,11122
feD0s/skillfactory_rds,2,2,1,34
MarvinT/covid_analysis,0,0,1,5
BTB-bot-the-builder/BTB-Backend,0,0,1,26
priya-singh2411/Cotton-Plant-Disease-Prediction,0,0,1,7
Savjee/yt-spam-classifier,27,7,1,9
kingspp/tf-contrib-analyzer,3,1,2,28
jeongukjae/tfds-korean,20,2,2,137
naya86/streamlit-Diabetes-Prediction,0,0,1,17
SmartPracticeschool/llSPS-INT-2477-Amazon-Kindle-Store-Reviews-Analysis,0,1,2,9
mullikine/python,1,0,1,23
i-Dare/Science4Fashion_ref,1,0,3,204
bharathrajcl/Answer-Evaluator,0,0,1,1
zaidhassanch/PointerNetworks,1,0,2,344
shengqiangzhang/transformer-pointer-generator-for-english-dataset,7,1,1,2
north-fern/ME-134,1,1,2,250
shikhasthakur/Tensorflow-,0,0,1,4
jvkamnani/SarcasticHeadline,0,0,1,1
Rushabh75/Voice-Based-Personal-Assistant,2,0,1,4
nilax97/UML-Project,0,0,2,32
vanessa108/ecoacoustics-speech-detector,0,0,1,16
akaashhazarika/tensorflow_module,0,0,1,14
minhlong26052001/fashion_recognition,0,0,1,3
sasibhushan3/NwQM_EMNLP,3,1,1,161
wrenchonline/fastvepvgg,0,0,1,2
XingxingZhang/hf_datasets,0,0,275,1723
gitconnoisseur/ism-ow,0,0,1,13
Brazilian-Institute-of-Robotics/autonomous-perception,0,1,2,11
Shinorbi/Swe_lab,0,0,1,1
Ceyron/machine-learning-and-simulation,97,39,3,150
jairopinilla/AnalisisSentimental,1,0,1,9
raj1701/Web-Search-Application,0,0,1,1
Vivek2509/Dog_VS_Cat_Flask_web_app,1,0,1,10
Mostafa-M-Abla/portfolio,0,1,0,1
bharathrajcl/Multimodal-deep-networks-for-text-and-image-based-document-classification,3,0,1,3
Biplab097/DistractedDriverDetection,2,1,1,20
manmeet3/Medical-SSL-SimCLRv2,3,4,4,82
andrevitorelli/TenGU,1,0,1,30
JacobJiaqi/Jacob_newgame,0,0,0,19
SohamShah2k/VoiceBasedPersonalAssistant,0,0,1,2
qw2261/IoT-Project,0,0,1,8
naya86/streamlit-Car-Puchase,0,0,1,17
ya-stack/Cotton-Disease-Prediction,0,0,1,3
krishnaik06/SStain_classification,4,6,1,4
sumitkumar144/Cotton-Disease-Predictions,0,0,1,1
0xiNach/NLP,0,0,1,6
DristantaNirola/Image-Classification-Tea-Plant-Disease-Classification,0,0,1,7
viveknamaye/cyclegan-image-converter,0,0,2,11
Galwin14/FINAL-YEAR-PROJECT,0,0,1,2
sanyamsood1210/object-classification,0,0,1,2
dinu331/Cotton-plant-Disease-Prediction,0,0,1,4
allwin-baby/VAIGA-AGRI-HACK-2021,1,0,1,5
subash1999/project3,0,0,1,19
krishnaik06/Cotton-Disease-Prediction-Deep-Learning,37,66,1,3
dhaneshwar2310/projectML,0,0,1,7
swlee9087/django-react-algorithm,0,0,1,32
sujithreddyk/DeepLearning,0,0,1,6
FGpramodgupta/Cotton-Disease-Prediction-Deep-Learning,0,0,1,3
Lilasrinivasreddy/NLP,0,0,1,12
navaneethramesh30/COTTON-DISEASE-PREDICTION,0,0,1,2
c-w-m/hgf-datasets,0,0,232,1418
paulbricman/decontextualizer,19,0,1,25
shifttogit-deepanshu/nolariapy,0,0,1,1
udaypratapyati/DeepLearning_With_Tensorflow2,2,0,1,325
donny-chan/mixada-sub2,2,0,1,5
yogeshsangtani/Cotton-Disease-Prediction,0,0,1,1
sosojing/reinforcement-learning-mofan,1,0,1,29
Visvaldis/diploma,0,0,1,10
kristof-becode/Dog-vs-Cat-CNN-Classifier,0,0,1,8
VisiumCH/metro-dvc-demo,0,0,2,41
heyshantu13/cotton-predict,0,0,1,3
phani06/Covid-19-and-Pneumonia-Dectection-Using-Chest-X-Rays,0,0,2,10
Sandeep-Yadav2/Plant-disease-detection,0,0,2,18
dileepkanumuri/Sentiment-Analysis,0,0,1,2
thunlp/MixADA,15,1,1,3
madblocksgit/eye-disease-detector-mlwec,0,0,1,7
Ishan2000-ace/Cotton-Disease-Classifier,0,0,1,5
Nivitus/Cotton_Leaf_Disease_Detection,0,0,1,10
tattwadarshi/End-to-End-Implementation-of-Deep-Learning-Project,0,0,1,3
aisaack/Apple_doctor,0,0,1,18
fadhelmurphy/Realtime-streaming-classification,0,0,1,4
ShubhamGoel2295/Cotton-leaf-plant-condition-prediction,0,0,1,3
lucasn42/lucien,0,0,0,2
aparna2103/Crop-Doctor,0,0,1,1
Pranay-yanarp/MS_Data_Science_class_projects,0,0,1,13
KISRDevelopment/cell_viability_paper,0,0,1,195
dhruv0507/Voice-Based-Personal-Assistant-main,0,0,1,5
wl-1203/IBM,0,0,1,8
Rakesh678219/friendly-giggle,0,0,1,5
Atik1000/Plants-deases-prediction-DL,0,0,1,2
sy1909/undertheC,0,0,1,17
ZeroHero77/NaturalLanguageProcessingWithPython,0,0,1,5
giraffe2021/TRSN,1,0,1,7
shinokoh/UnderTheC,0,0,1,3
pandmi/jobzilla_ai,7,7,1,13
TechLabs-Berlin/st21-jobzilla,1,4,7,30
RiEnRiu/rer_learning_code,0,0,1,28
tensorflow/moonlight,275,65,6,139
khk37601/CapstoneDesign,0,1,3,60
WeilerWebServices/TensorFlow,2,3,1,3
MSD200X/moonlight,0,0,2,91
ekeilty17/ECE421-Assignments,0,0,3,107
KyleYueye/Python-Codes,0,0,1,1
ggiuffre/tf-lyrics,2,1,1,100
anmoljindal/fathom,1,0,1,9
yonginggg/WeiboRumorClassify_Vue_Flask,4,1,1,4
A-RAMZI/PFE,0,0,1,35
htn274/momo-rps,0,0,4,27
ManuZhu/provenance,0,0,1,1
HyeokChan/movie_moa,0,0,1,17
dano000/WatermelonFlask,0,0,1,45
dayu97/Django_DrLink,0,0,1,23
Sabrewarrior/PhotoOrientation,1,0,1,85
zikuicai/WaifuGAN,11,2,1,43
EKYoonD/StockHelper,2,2,5,171
bigdata-3team/Sign-Language-Translator,1,1,4,136
ZiqianZENG/Fair_HIN,1,0,0,16
HKUST-KnowComp/Fair_HIN,3,1,0,16
Ham-jinhee/final.py,0,0,1,1
Alibaba-AI-Globalization/GCR-Rerank,1,1,0,3
panargirakis/CS534_AI_FinalProject,2,0,3,26
Louis-Bagot/AtariRL,0,0,1,52
andreyyruski/AI,0,0,1,34
Boilevin/AzuritBer,3,11,1,150
AlexanderMath/itf,1,0,2,120
erow/disentanglement_lib,0,0,2,26
google-research/disentanglement_lib,1161,179,1,14
colehurwitz/dsvae,0,0,1,7
besterma/robust_disentanglement,4,1,1,9
WeyShi/FYP-of-Disentanglement,1,0,1,6
anshuln/InvTF,0,0,2,101
jymaalouly/Thesis,0,1,2,142
its-gucci/disentanglement,0,0,1,8
travers-rhodes/jlonevae,0,0,1,45
Kiana-M/CapsuleVAE,0,0,1,1
Data-drone/attention_augmented_cnn,1,0,1,24
olmozavala/subsurfacefields,0,0,1,16
richengo/WebApp-Board-Games-Recommender,0,0,1,5
MLTransfer/MLEncrypt-Research,1,0,1,176
nsaura/ML,1,0,1,501
airqo-platform/calibration,0,0,2,22
lionfish0/calibration,1,0,1,5
zhuxinqimac/Ramiel,0,0,1,59
WorldCapital/tf-quant-finance,1,0,27,602
google/tf-quant-finance,3002,404,33,845
rm4216/BayesOpt,13,1,1,3
proganalysis/python3_types,2,0,2,44
hoangcuong2011/LDNMT,0,0,1,7
zhiweiuk/sparse-autoencoder-tensorflow,19,9,1,6
CVUEBARepo/CVUEBA,0,0,1,2
jadhavhninad/Sparse_autoencoder,21,12,1,11
senecal-jjs/Hyperspectral,0,0,2,85
orangeGoran/neuralmonkey-experiments,0,0,1,5
StoyanVenDimitrov/BachelorThesis,1,0,1,4
DotaArtist/paper_clustering,0,0,1,9
JaeDukSeo/Daily-Neural-Network-Practice-2,19,16,1,31237
kasnerz/neuralmonkey,0,0,18,2740
ufal/neuralmonkey,398,106,17,2831
sonineties/macaque-reloaded,0,0,1,367
kangyuansbu/Text2image,0,0,1,4
Ereebay/text2img,7,1,1,1
VincentCa/videogeneration,0,1,2,20
kulkarni-priyanka/Generative-Text-2-Image,0,0,1,7
200016harshjain/Text_To_Image,0,0,4,77
zsdonghao/text-to-image,546,161,4,78
Sayak007/Text-to-Image-Synthesis-using-DCGAN,2,0,1,13
mrahtz/learning-from-human-preferences,175,44,1,503
HumanCompatibleAI/interactive-behaviour-design,0,1,2,527
kedarbartake98/CT_Image_Generation,2,1,3,91
HumanCompatibleAI/learning-from-human-preferences,3,5,3,652
designhubarc/ASL-NET,0,1,2,28
nickpavini/ASL-NET,0,1,2,32
lzil/procedural-generalization,3,2,3,207
sunyasheng/iter_vstab,2,0,2,16
antonilo/unsupervised_detection,185,42,0,25
sunyasheng/video-frame-interpolation,0,0,1,5
HuYuzhang/MVDHM,1,0,1,15
wwZhang0215/dl_project,0,0,1,13
leo880714/Computer-Vision-2021,0,0,1,10
rickyHong/tfoptflow-repl,1,0,1,27
alex04072000/ObstructionRemoval,966,182,1,50
MISTLab/of-obstacledetection,8,1,1,4
atanas1054/m2p3,1,1,1,16
wooramkang/Image-and-Video-Inpainting-with-Deep-NN,7,0,1,75
philferriere/tfoptflow,464,127,1,27
MarlNox/Obstruction,0,0,1,46
abhijeetmote/ObstructionRemoval,0,1,1,3
JihyongOh/FISR,66,10,2,45
umd-fire-coml/MultiSeg,6,3,5,268
michael5107414/CV_project,0,0,3,37
HZYYYYY/Rubik-s-Cube,0,0,1,20
abollu779/Multiple-Object-Tracking,0,0,1,12
dragonlong/flow-EAST,3,2,1,11
milo168/ECE209TimeStamp,1,1,2,25
nat06/Navigation_Assistance_for_the_Visually_Impaired,2,2,1,9
luke-who/Federated-Learning-Project,2,0,1,16
google-research/federated,288,102,33,457
blessengeorge/compare_gan,0,0,4,16
yanzhh/GLANN,5,7,1,1
xiao7199/compare_gan,2,0,4,19
dadashkarimi/seq2subj,0,0,1,40
dadashkarimi/seq2sql,86,23,1,28
dadashkarimi/strip-shot,0,1,1,3
D-K-E/image-denoising-tf,0,0,1,1
Viva-Lambda/image-denoising-tf,0,0,1,1
MikeHeaton/Handwriting-Generation,0,1,1,19
rlagur9286/image_searcher,0,0,1,87
BrianSantoso/SketchGAN,30,2,1,226
Riksi/nerf,0,0,1,2
butler-julie/PDNNI,0,0,2,237
livey/scalable_maddpg,43,11,2,164
AndreiDob/TrafficLightsYOLO,2,0,1,16
Eleven-Z/tf-encrypted,1,0,24,590
tf-encrypted/tf-encrypted,981,174,24,595
harshvardhan-mishra/Pain-Detection-using-Facial-Recogntion,0,0,1,2
k-jingyang/Risk-Adaptive-FYP,0,0,1,5
royliu3719/spades,0,0,1,1
robertocalandra/the-feeling-of-success,9,2,1,2
miczed/learny-mc-learnface,0,0,3,63
yuayi521/deep-direct-regression,2,1,1,189
